annee_de_deces;region_de_domicile;classe_d_age_de_10_ans;sexe;cause_initiale_de_deces;effectif_de_deces
2020;75;65-74;Tous sexes;8.2 Pneumonie;65
2021;75;65-74;Tous sexes;8.2 Pneumonie;86
2022;75;65-74;Tous sexes;8.2 Pneumonie;103
2019;76;65-74;Tous sexes;8.2 Pneumonie;83
2020;76;65-74;Tous sexes;8.2 Pneumonie;78
2021;76;65-74;Tous sexes;8.2 Pneumonie;74
2022;76;65-74;Tous sexes;8.2 Pneumonie;113
2019;84;65-74;Tous sexes;8.2 Pneumonie;93
2020;84;65-74;Tous sexes;8.2 Pneumonie;82
2021;84;65-74;Tous sexes;8.2 Pneumonie;76
2022;84;65-74;Tous sexes;8.2 Pneumonie;96
2019;93;65-74;Tous sexes;8.2 Pneumonie;89
2020;93;65-74;Tous sexes;8.2 Pneumonie;90
2021;93;65-74;Tous sexes;8.2 Pneumonie;82
2022;93;65-74;Tous sexes;8.2 Pneumonie;97
2019;94;65-74;Tous sexes;8.2 Pneumonie;4
2020;94;65-74;Tous sexes;8.2 Pneumonie;2
2021;94;65-74;Tous sexes;8.2 Pneumonie;4
2022;94;65-74;Tous sexes;8.2 Pneumonie;4
2019;1;75-84;Tous sexes;8.2 Pneumonie;17
2020;1;75-84;Tous sexes;8.2 Pneumonie;16
2021;1;75-84;Tous sexes;8.2 Pneumonie;14
2022;1;75-84;Tous sexes;8.2 Pneumonie;15
2019;2;75-84;Tous sexes;8.2 Pneumonie;20
2020;2;75-84;Tous sexes;8.2 Pneumonie;15
2021;2;75-84;Tous sexes;8.2 Pneumonie;13
2022;2;75-84;Tous sexes;8.2 Pneumonie;22
2019;3;75-84;Tous sexes;8.2 Pneumonie;2
2020;3;75-84;Tous sexes;8.2 Pneumonie;0
2021;3;75-84;Tous sexes;8.2 Pneumonie;5
2022;3;75-84;Tous sexes;8.2 Pneumonie;8
2019;4;75-84;Tous sexes;8.2 Pneumonie;36
2020;4;75-84;Tous sexes;8.2 Pneumonie;23
2021;4;75-84;Tous sexes;8.2 Pneumonie;29
2022;4;75-84;Tous sexes;8.2 Pneumonie;35
2019;6;75-84;Tous sexes;8.2 Pneumonie;3
2020;6;75-84;Tous sexes;8.2 Pneumonie;4
2021;6;75-84;Tous sexes;8.2 Pneumonie;7
2022;6;75-84;Tous sexes;8.2 Pneumonie;6
2019;11;75-84;Tous sexes;8.2 Pneumonie;347
2020;11;75-84;Tous sexes;8.2 Pneumonie;290
2021;11;75-84;Tous sexes;8.2 Pneumonie;302
2022;11;75-84;Tous sexes;8.2 Pneumonie;347
2019;24;75-84;Tous sexes;8.2 Pneumonie;98
2020;24;75-84;Tous sexes;8.2 Pneumonie;99
2021;24;75-84;Tous sexes;8.2 Pneumonie;94
2022;24;75-84;Tous sexes;8.2 Pneumonie;97
2019;27;75-84;Tous sexes;8.2 Pneumonie;139
2020;27;75-84;Tous sexes;8.2 Pneumonie;88
2021;27;75-84;Tous sexes;8.2 Pneumonie;95
2022;27;75-84;Tous sexes;8.2 Pneumonie;147
2019;28;75-84;Tous sexes;8.2 Pneumonie;148
2020;28;75-84;Tous sexes;8.2 Pneumonie;120
2021;28;75-84;Tous sexes;8.2 Pneumonie;102
2022;28;75-84;Tous sexes;8.2 Pneumonie;140
2019;32;75-84;Tous sexes;8.2 Pneumonie;293
2020;32;75-84;Tous sexes;8.2 Pneumonie;228
2021;32;75-84;Tous sexes;8.2 Pneumonie;198
2022;32;75-84;Tous sexes;8.2 Pneumonie;280
2019;44;75-84;Tous sexes;8.2 Pneumonie;270
2020;44;75-84;Tous sexes;8.2 Pneumonie;254
2021;44;75-84;Tous sexes;8.2 Pneumonie;213
2022;44;75-84;Tous sexes;8.2 Pneumonie;259
2019;52;75-84;Tous sexes;8.2 Pneumonie;126
2020;52;75-84;Tous sexes;8.2 Pneumonie;103
2021;52;75-84;Tous sexes;8.2 Pneumonie;119
2022;52;75-84;Tous sexes;8.2 Pneumonie;132
2019;53;75-84;Tous sexes;8.2 Pneumonie;152
2020;53;75-84;Tous sexes;8.2 Pneumonie;124
2021;53;75-84;Tous sexes;8.2 Pneumonie;107
2022;53;75-84;Tous sexes;8.2 Pneumonie;148
2019;75;75-84;Tous sexes;8.2 Pneumonie;272
2020;75;75-84;Tous sexes;8.2 Pneumonie;219
2021;75;75-84;Tous sexes;8.2 Pneumonie;223
2022;75;75-84;Tous sexes;8.2 Pneumonie;286
2019;76;75-84;Tous sexes;8.2 Pneumonie;229
2020;76;75-84;Tous sexes;8.2 Pneumonie;221
2021;76;75-84;Tous sexes;8.2 Pneumonie;211
2022;76;75-84;Tous sexes;8.2 Pneumonie;247
2019;84;75-84;Tous sexes;8.2 Pneumonie;280
2020;84;75-84;Tous sexes;8.2 Pneumonie;268
2021;84;75-84;Tous sexes;8.2 Pneumonie;215
2022;84;75-84;Tous sexes;8.2 Pneumonie;295
2019;93;75-84;Tous sexes;8.2 Pneumonie;261
2020;93;75-84;Tous sexes;8.2 Pneumonie;217
2021;93;75-84;Tous sexes;8.2 Pneumonie;217
2022;93;75-84;Tous sexes;8.2 Pneumonie;253
2019;94;75-84;Tous sexes;8.2 Pneumonie;16
2020;94;75-84;Tous sexes;8.2 Pneumonie;16
2021;94;75-84;Tous sexes;8.2 Pneumonie;9
2022;94;75-84;Tous sexes;8.2 Pneumonie;23
2019;1;85-94;Tous sexes;8.2 Pneumonie;16
2020;1;85-94;Tous sexes;8.2 Pneumonie;26
2021;1;85-94;Tous sexes;8.2 Pneumonie;26
2022;1;85-94;Tous sexes;8.2 Pneumonie;20
2019;2;85-94;Tous sexes;8.2 Pneumonie;30
2020;2;85-94;Tous sexes;8.2 Pneumonie;25
2021;2;85-94;Tous sexes;8.2 Pneumonie;20
2022;2;85-94;Tous sexes;8.2 Pneumonie;26
2019;3;85-94;Tous sexes;8.2 Pneumonie;4
2020;3;85-94;Tous sexes;8.2 Pneumonie;1
2021;3;85-94;Tous sexes;8.2 Pneumonie;6
2022;3;85-94;Tous sexes;8.2 Pneumonie;4
2019;4;85-94;Tous sexes;8.2 Pneumonie;34
2020;4;85-94;Tous sexes;8.2 Pneumonie;17
2021;4;85-94;Tous sexes;8.2 Pneumonie;29
2022;4;85-94;Tous sexes;8.2 Pneumonie;43
2019;6;85-94;Tous sexes;8.2 Pneumonie;2
2020;6;85-94;Tous sexes;8.2 Pneumonie;2
2021;6;85-94;Tous sexes;8.2 Pneumonie;3
2022;6;85-94;Tous sexes;8.2 Pneumonie;3
2019;11;85-94;Tous sexes;8.2 Pneumonie;799
2020;11;85-94;Tous sexes;8.2 Pneumonie;667
2021;11;85-94;Tous sexes;8.2 Pneumonie;638
2022;11;85-94;Tous sexes;8.2 Pneumonie;848
2019;24;85-94;Tous sexes;8.2 Pneumonie;333
2020;24;85-94;Tous sexes;8.2 Pneumonie;212
2021;24;85-94;Tous sexes;8.2 Pneumonie;232
2022;24;85-94;Tous sexes;8.2 Pneumonie;281
2019;27;85-94;Tous sexes;8.2 Pneumonie;362
2020;27;85-94;Tous sexes;8.2 Pneumonie;270
2021;27;85-94;Tous sexes;8.2 Pneumonie;210
2022;27;85-94;Tous sexes;8.2 Pneumonie;287
2019;28;85-94;Tous sexes;8.2 Pneumonie;411
2020;28;85-94;Tous sexes;8.2 Pneumonie;312
2021;28;85-94;Tous sexes;8.2 Pneumonie;256
2022;28;85-94;Tous sexes;8.2 Pneumonie;368
2019;32;85-94;Tous sexes;8.2 Pneumonie;713
2020;32;85-94;Tous sexes;8.2 Pneumonie;491
2021;32;85-94;Tous sexes;8.2 Pneumonie;418
2022;32;85-94;Tous sexes;8.2 Pneumonie;664
2019;44;85-94;Tous sexes;8.2 Pneumonie;658
2020;44;85-94;Tous sexes;8.2 Pneumonie;543
2021;44;85-94;Tous sexes;8.2 Pneumonie;434
2022;44;85-94;Tous sexes;8.2 Pneumonie;574
2019;52;85-94;Tous sexes;8.2 Pneumonie;436
2020;52;85-94;Tous sexes;8.2 Pneumonie;341
2021;52;85-94;Tous sexes;8.2 Pneumonie;311
2022;52;85-94;Tous sexes;8.2 Pneumonie;369
2019;53;85-94;Tous sexes;8.2 Pneumonie;467
2020;53;85-94;Tous sexes;8.2 Pneumonie;398
2021;53;85-94;Tous sexes;8.2 Pneumonie;281
2022;53;85-94;Tous sexes;8.2 Pneumonie;473
2019;75;85-94;Tous sexes;8.2 Pneumonie;796
2020;75;85-94;Tous sexes;8.2 Pneumonie;687
2021;75;85-94;Tous sexes;8.2 Pneumonie;591
2022;75;85-94;Tous sexes;8.2 Pneumonie;753
2019;76;85-94;Tous sexes;8.2 Pneumonie;766
2020;76;85-94;Tous sexes;8.2 Pneumonie;568
2021;76;85-94;Tous sexes;8.2 Pneumonie;565
2022;76;85-94;Tous sexes;8.2 Pneumonie;724
2019;84;85-94;Tous sexes;8.2 Pneumonie;864
2020;84;85-94;Tous sexes;8.2 Pneumonie;678
2021;84;85-94;Tous sexes;8.2 Pneumonie;596
2022;84;85-94;Tous sexes;8.2 Pneumonie;774
2019;93;85-94;Tous sexes;8.2 Pneumonie;702
2020;93;85-94;Tous sexes;8.2 Pneumonie;496
2021;93;85-94;Tous sexes;8.2 Pneumonie;444
2022;93;85-94;Tous sexes;8.2 Pneumonie;597
2019;94;85-94;Tous sexes;8.2 Pneumonie;35
2020;94;85-94;Tous sexes;8.2 Pneumonie;26
2021;94;85-94;Tous sexes;8.2 Pneumonie;23
2022;94;85-94;Tous sexes;8.2 Pneumonie;34
2019;1;95p;Tous sexes;8.2 Pneumonie;16
2020;1;95p;Tous sexes;8.2 Pneumonie;10
2021;1;95p;Tous sexes;8.2 Pneumonie;8
2022;1;95p;Tous sexes;8.2 Pneumonie;9
2019;2;95p;Tous sexes;8.2 Pneumonie;12
2020;2;95p;Tous sexes;8.2 Pneumonie;12
2021;2;95p;Tous sexes;8.2 Pneumonie;14
2022;2;95p;Tous sexes;8.2 Pneumonie;12
2019;3;95p;Tous sexes;8.2 Pneumonie;2
2020;3;95p;Tous sexes;8.2 Pneumonie;0
2021;3;95p;Tous sexes;8.2 Pneumonie;0
2022;3;95p;Tous sexes;8.2 Pneumonie;3
2019;4;95p;Tous sexes;8.2 Pneumonie;15
2020;4;95p;Tous sexes;8.2 Pneumonie;10
2021;4;95p;Tous sexes;8.2 Pneumonie;11
2022;4;95p;Tous sexes;8.2 Pneumonie;13
2019;6;95p;Tous sexes;8.2 Pneumonie;0
2020;6;95p;Tous sexes;8.2 Pneumonie;0
2021;6;95p;Tous sexes;8.2 Pneumonie;1
2022;6;95p;Tous sexes;8.2 Pneumonie;0
2019;11;95p;Tous sexes;8.2 Pneumonie;351
2020;11;95p;Tous sexes;8.2 Pneumonie;264
2021;11;95p;Tous sexes;8.2 Pneumonie;231
2022;11;95p;Tous sexes;8.2 Pneumonie;321
2019;24;95p;Tous sexes;8.2 Pneumonie;121
2020;24;95p;Tous sexes;8.2 Pneumonie;88
2021;24;95p;Tous sexes;8.2 Pneumonie;77
2022;24;95p;Tous sexes;8.2 Pneumonie;110
2019;27;95p;Tous sexes;8.2 Pneumonie;149
2020;27;95p;Tous sexes;8.2 Pneumonie;84
2021;27;95p;Tous sexes;8.2 Pneumonie;81
2022;27;95p;Tous sexes;8.2 Pneumonie;114
2019;28;95p;Tous sexes;8.2 Pneumonie;144
2020;28;95p;Tous sexes;8.2 Pneumonie;105
2021;28;95p;Tous sexes;8.2 Pneumonie;95
2022;28;95p;Tous sexes;8.2 Pneumonie;138
2019;32;95p;Tous sexes;8.2 Pneumonie;180
2020;32;95p;Tous sexes;8.2 Pneumonie;149
2021;32;95p;Tous sexes;8.2 Pneumonie;145
2022;32;95p;Tous sexes;8.2 Pneumonie;193
2019;44;95p;Tous sexes;8.2 Pneumonie;232
2020;44;95p;Tous sexes;8.2 Pneumonie;144
2021;44;95p;Tous sexes;8.2 Pneumonie;122
2022;44;95p;Tous sexes;8.2 Pneumonie;173
2019;52;95p;Tous sexes;8.2 Pneumonie;166
2020;52;95p;Tous sexes;8.2 Pneumonie;135
2021;52;95p;Tous sexes;8.2 Pneumonie;93
2022;52;95p;Tous sexes;8.2 Pneumonie;182
2019;53;95p;Tous sexes;8.2 Pneumonie;178
2020;53;95p;Tous sexes;8.2 Pneumonie;131
2021;53;95p;Tous sexes;8.2 Pneumonie;105
2022;53;95p;Tous sexes;8.2 Pneumonie;122
2019;75;95p;Tous sexes;8.2 Pneumonie;311
2020;75;95p;Tous sexes;8.2 Pneumonie;243
2021;75;95p;Tous sexes;8.2 Pneumonie;207
2022;75;95p;Tous sexes;8.2 Pneumonie;305
2019;76;95p;Tous sexes;8.2 Pneumonie;308
2020;76;95p;Tous sexes;8.2 Pneumonie;219
2021;76;95p;Tous sexes;8.2 Pneumonie;170
2022;76;95p;Tous sexes;8.2 Pneumonie;277
2019;84;95p;Tous sexes;8.2 Pneumonie;316
2020;84;95p;Tous sexes;8.2 Pneumonie;233
2021;84;95p;Tous sexes;8.2 Pneumonie;237
2022;84;95p;Tous sexes;8.2 Pneumonie;274
2019;93;95p;Tous sexes;8.2 Pneumonie;267
2020;93;95p;Tous sexes;8.2 Pneumonie;191
2021;93;95p;Tous sexes;8.2 Pneumonie;150
2022;93;95p;Tous sexes;8.2 Pneumonie;225
2019;94;95p;Tous sexes;8.2 Pneumonie;10
2020;94;95p;Tous sexes;8.2 Pneumonie;11
2021;94;95p;Tous sexes;8.2 Pneumonie;12
2022;94;95p;Tous sexes;8.2 Pneumonie;12
2019;1;35-44;Femmes;8.2 Pneumonie;0
2020;1;35-44;Femmes;8.2 Pneumonie;0
2021;1;35-44;Femmes;8.2 Pneumonie;0
2022;1;35-44;Femmes;8.2 Pneumonie;0
2019;2;35-44;Femmes;8.2 Pneumonie;1
2020;2;35-44;Femmes;8.2 Pneumonie;0
2021;2;35-44;Femmes;8.2 Pneumonie;0
2022;2;35-44;Femmes;8.2 Pneumonie;0
2019;3;35-44;Femmes;8.2 Pneumonie;0
2020;3;35-44;Femmes;8.2 Pneumonie;0
2021;3;35-44;Femmes;8.2 Pneumonie;0
2022;3;35-44;Femmes;8.2 Pneumonie;0
2019;4;35-44;Femmes;8.2 Pneumonie;0
2020;4;35-44;Femmes;8.2 Pneumonie;0
2021;4;35-44;Femmes;8.2 Pneumonie;2
2022;4;35-44;Femmes;8.2 Pneumonie;0
2019;6;35-44;Femmes;8.2 Pneumonie;0
2020;6;35-44;Femmes;8.2 Pneumonie;0
2021;6;35-44;Femmes;8.2 Pneumonie;0
2022;6;35-44;Femmes;8.2 Pneumonie;1
2019;11;35-44;Femmes;8.2 Pneumonie;2
2020;11;35-44;Femmes;8.2 Pneumonie;4
2021;11;35-44;Femmes;8.2 Pneumonie;4
2022;11;35-44;Femmes;8.2 Pneumonie;1
2019;24;35-44;Femmes;8.2 Pneumonie;0
2020;24;35-44;Femmes;8.2 Pneumonie;0
2021;24;35-44;Femmes;8.2 Pneumonie;0
2022;24;35-44;Femmes;8.2 Pneumonie;0
2019;27;35-44;Femmes;8.2 Pneumonie;0
2020;27;35-44;Femmes;8.2 Pneumonie;1
2021;27;35-44;Femmes;8.2 Pneumonie;0
2022;27;35-44;Femmes;8.2 Pneumonie;1
2019;28;35-44;Femmes;8.2 Pneumonie;1
2020;28;35-44;Femmes;8.2 Pneumonie;0
2021;28;35-44;Femmes;8.2 Pneumonie;0
2022;28;35-44;Femmes;8.2 Pneumonie;0
2019;32;35-44;Femmes;8.2 Pneumonie;3
2020;32;35-44;Femmes;8.2 Pneumonie;1
2021;32;35-44;Femmes;8.2 Pneumonie;2
2022;32;35-44;Femmes;8.2 Pneumonie;0
2019;44;35-44;Femmes;8.2 Pneumonie;1
2020;44;35-44;Femmes;8.2 Pneumonie;2
2021;44;35-44;Femmes;8.2 Pneumonie;1
2022;44;35-44;Femmes;8.2 Pneumonie;0
2019;52;35-44;Femmes;8.2 Pneumonie;1
2020;52;35-44;Femmes;8.2 Pneumonie;3
2021;52;35-44;Femmes;8.2 Pneumonie;1
2022;52;35-44;Femmes;8.2 Pneumonie;2
2019;53;35-44;Femmes;8.2 Pneumonie;0
2020;53;35-44;Femmes;8.2 Pneumonie;1
2021;53;35-44;Femmes;8.2 Pneumonie;1
2022;53;35-44;Femmes;8.2 Pneumonie;0
2019;75;35-44;Femmes;8.2 Pneumonie;1
2020;75;35-44;Femmes;8.2 Pneumonie;0
2021;75;35-44;Femmes;8.2 Pneumonie;0
2022;75;35-44;Femmes;8.2 Pneumonie;1
2019;76;35-44;Femmes;8.2 Pneumonie;0
2020;76;35-44;Femmes;8.2 Pneumonie;1
2021;76;35-44;Femmes;8.2 Pneumonie;2
2022;76;35-44;Femmes;8.2 Pneumonie;2
2019;84;35-44;Femmes;8.2 Pneumonie;5
2020;84;35-44;Femmes;8.2 Pneumonie;1
2021;84;35-44;Femmes;8.2 Pneumonie;0
2022;84;35-44;Femmes;8.2 Pneumonie;1
2019;93;35-44;Femmes;8.2 Pneumonie;3
2020;93;35-44;Femmes;8.2 Pneumonie;1
2021;93;35-44;Femmes;8.2 Pneumonie;0
2022;93;35-44;Femmes;8.2 Pneumonie;4
2019;94;35-44;Femmes;8.2 Pneumonie;0
2020;94;35-44;Femmes;8.2 Pneumonie;0
2021;94;35-44;Femmes;8.2 Pneumonie;0
2022;94;35-44;Femmes;8.2 Pneumonie;0
2019;1;45-54;Femmes;8.2 Pneumonie;0
2020;1;45-54;Femmes;8.2 Pneumonie;1
2021;1;45-54;Femmes;8.2 Pneumonie;0
2022;1;45-54;Femmes;8.2 Pneumonie;1
2019;2;45-54;Femmes;8.2 Pneumonie;1
2020;2;45-54;Femmes;8.2 Pneumonie;0
2021;2;45-54;Femmes;8.2 Pneumonie;0
2022;2;45-54;Femmes;8.2 Pneumonie;0
2019;3;45-54;Femmes;8.2 Pneumonie;0
2020;3;45-54;Femmes;8.2 Pneumonie;0
2021;3;45-54;Femmes;8.2 Pneumonie;0
2022;3;45-54;Femmes;8.2 Pneumonie;0
2019;4;45-54;Femmes;8.2 Pneumonie;0
2020;4;45-54;Femmes;8.2 Pneumonie;0
2021;4;45-54;Femmes;8.2 Pneumonie;0
2022;4;45-54;Femmes;8.2 Pneumonie;1
2019;6;45-54;Femmes;8.2 Pneumonie;0
2020;6;45-54;Femmes;8.2 Pneumonie;1
2021;6;45-54;Femmes;8.2 Pneumonie;0
2022;6;45-54;Femmes;8.2 Pneumonie;0
2019;11;45-54;Femmes;8.2 Pneumonie;9
2020;11;45-54;Femmes;8.2 Pneumonie;3
2021;11;45-54;Femmes;8.2 Pneumonie;5
2022;11;45-54;Femmes;8.2 Pneumonie;9
2019;24;45-54;Femmes;8.2 Pneumonie;1
2020;24;45-54;Femmes;8.2 Pneumonie;2
2021;24;45-54;Femmes;8.2 Pneumonie;1
2022;24;45-54;Femmes;8.2 Pneumonie;4
2019;27;45-54;Femmes;8.2 Pneumonie;1
2020;27;45-54;Femmes;8.2 Pneumonie;2
2021;27;45-54;Femmes;8.2 Pneumonie;3
2022;27;45-54;Femmes;8.2 Pneumonie;2
2019;28;45-54;Femmes;8.2 Pneumonie;2
2020;28;45-54;Femmes;8.2 Pneumonie;3
2021;28;45-54;Femmes;8.2 Pneumonie;2
2022;28;45-54;Femmes;8.2 Pneumonie;3
2019;32;45-54;Femmes;8.2 Pneumonie;9
2020;32;45-54;Femmes;8.2 Pneumonie;2
2021;32;45-54;Femmes;8.2 Pneumonie;6
2022;32;45-54;Femmes;8.2 Pneumonie;8
2019;44;45-54;Femmes;8.2 Pneumonie;2
2020;44;45-54;Femmes;8.2 Pneumonie;0
2021;44;45-54;Femmes;8.2 Pneumonie;3
2022;44;45-54;Femmes;8.2 Pneumonie;3
2019;52;45-54;Femmes;8.2 Pneumonie;2
2020;52;45-54;Femmes;8.2 Pneumonie;2
2021;52;45-54;Femmes;8.2 Pneumonie;1
2022;52;45-54;Femmes;8.2 Pneumonie;1
2019;53;45-54;Femmes;8.2 Pneumonie;2
2020;53;45-54;Femmes;8.2 Pneumonie;0
2021;53;45-54;Femmes;8.2 Pneumonie;0
2022;53;45-54;Femmes;8.2 Pneumonie;2
2019;75;45-54;Femmes;8.2 Pneumonie;5
2020;75;45-54;Femmes;8.2 Pneumonie;6
2021;75;45-54;Femmes;8.2 Pneumonie;3
2022;75;45-54;Femmes;8.2 Pneumonie;5
2019;76;45-54;Femmes;8.2 Pneumonie;2
2020;76;45-54;Femmes;8.2 Pneumonie;1
2021;76;45-54;Femmes;8.2 Pneumonie;1
2022;76;45-54;Femmes;8.2 Pneumonie;3
2019;84;45-54;Femmes;8.2 Pneumonie;2
2020;84;45-54;Femmes;8.2 Pneumonie;5
2021;84;45-54;Femmes;8.2 Pneumonie;3
2022;84;45-54;Femmes;8.2 Pneumonie;4
2019;93;45-54;Femmes;8.2 Pneumonie;3
2020;93;45-54;Femmes;8.2 Pneumonie;4
2021;93;45-54;Femmes;8.2 Pneumonie;3
2022;93;45-54;Femmes;8.2 Pneumonie;6
2019;94;45-54;Femmes;8.2 Pneumonie;0
2020;94;45-54;Femmes;8.2 Pneumonie;0
2021;94;45-54;Femmes;8.2 Pneumonie;0
2022;94;45-54;Femmes;8.2 Pneumonie;0
2019;1;55-64;Femmes;8.2 Pneumonie;2
2020;1;55-64;Femmes;8.2 Pneumonie;0
2021;1;55-64;Femmes;8.2 Pneumonie;0
2022;1;55-64;Femmes;8.2 Pneumonie;0
2019;2;55-64;Femmes;8.2 Pneumonie;0
2020;2;55-64;Femmes;8.2 Pneumonie;0
2021;2;55-64;Femmes;8.2 Pneumonie;0
2022;2;55-64;Femmes;8.2 Pneumonie;1
2019;3;55-64;Femmes;8.2 Pneumonie;0
2020;3;55-64;Femmes;8.2 Pneumonie;0
2021;3;55-64;Femmes;8.2 Pneumonie;0
2022;3;55-64;Femmes;8.2 Pneumonie;0
2019;4;55-64;Femmes;8.2 Pneumonie;0
2020;4;55-64;Femmes;8.2 Pneumonie;0
2021;4;55-64;Femmes;8.2 Pneumonie;1
2022;4;55-64;Femmes;8.2 Pneumonie;2
2019;6;55-64;Femmes;8.2 Pneumonie;1
2020;6;55-64;Femmes;8.2 Pneumonie;3
2021;6;55-64;Femmes;8.2 Pneumonie;1
2022;6;55-64;Femmes;8.2 Pneumonie;1
2019;11;55-64;Femmes;8.2 Pneumonie;11
2020;11;55-64;Femmes;8.2 Pneumonie;12
2021;11;55-64;Femmes;8.2 Pneumonie;16
2022;11;55-64;Femmes;8.2 Pneumonie;12
2019;24;55-64;Femmes;8.2 Pneumonie;4
2020;24;55-64;Femmes;8.2 Pneumonie;5
2021;24;55-64;Femmes;8.2 Pneumonie;3
2022;24;55-64;Femmes;8.2 Pneumonie;2
2019;27;55-64;Femmes;8.2 Pneumonie;7
2020;27;55-64;Femmes;8.2 Pneumonie;8
2021;27;55-64;Femmes;8.2 Pneumonie;3
2022;27;55-64;Femmes;8.2 Pneumonie;7
2019;28;55-64;Femmes;8.2 Pneumonie;10
2020;28;55-64;Femmes;8.2 Pneumonie;10
2021;28;55-64;Femmes;8.2 Pneumonie;10
2022;28;55-64;Femmes;8.2 Pneumonie;6
2019;32;55-64;Femmes;8.2 Pneumonie;14
2020;32;55-64;Femmes;8.2 Pneumonie;14
2021;32;55-64;Femmes;8.2 Pneumonie;13
2022;32;55-64;Femmes;8.2 Pneumonie;16
2019;44;55-64;Femmes;8.2 Pneumonie;13
2020;44;55-64;Femmes;8.2 Pneumonie;9
2021;44;55-64;Femmes;8.2 Pneumonie;13
2022;44;55-64;Femmes;8.2 Pneumonie;15
2019;52;55-64;Femmes;8.2 Pneumonie;9
2020;52;55-64;Femmes;8.2 Pneumonie;5
2021;52;55-64;Femmes;8.2 Pneumonie;4
2022;52;55-64;Femmes;8.2 Pneumonie;10
2019;53;55-64;Femmes;8.2 Pneumonie;9
2020;53;55-64;Femmes;8.2 Pneumonie;3
2021;53;55-64;Femmes;8.2 Pneumonie;2
2022;53;55-64;Femmes;8.2 Pneumonie;5
2019;75;55-64;Femmes;8.2 Pneumonie;8
2020;75;55-64;Femmes;8.2 Pneumonie;10
2021;75;55-64;Femmes;8.2 Pneumonie;9
2022;75;55-64;Femmes;8.2 Pneumonie;7
2019;76;55-64;Femmes;8.2 Pneumonie;8
2020;76;55-64;Femmes;8.2 Pneumonie;12
2021;76;55-64;Femmes;8.2 Pneumonie;7
2022;76;55-64;Femmes;8.2 Pneumonie;11
2019;84;55-64;Femmes;8.2 Pneumonie;10
2020;84;55-64;Femmes;8.2 Pneumonie;9
2021;84;55-64;Femmes;8.2 Pneumonie;6
2022;84;55-64;Femmes;8.2 Pneumonie;14
2019;93;55-64;Femmes;8.2 Pneumonie;9
2020;93;55-64;Femmes;8.2 Pneumonie;6
2021;93;55-64;Femmes;8.2 Pneumonie;8
2022;93;55-64;Femmes;8.2 Pneumonie;11
2019;94;55-64;Femmes;8.2 Pneumonie;1
2020;94;55-64;Femmes;8.2 Pneumonie;0
2021;94;55-64;Femmes;8.2 Pneumonie;1
2022;94;55-64;Femmes;8.2 Pneumonie;0
2019;1;65-74;Femmes;8.2 Pneumonie;4
2020;1;65-74;Femmes;8.2 Pneumonie;5
2021;1;65-74;Femmes;8.2 Pneumonie;2
2022;1;65-74;Femmes;8.2 Pneumonie;2
2019;2;65-74;Femmes;8.2 Pneumonie;2
2020;2;65-74;Femmes;8.2 Pneumonie;1
2021;2;65-74;Femmes;8.2 Pneumonie;2
2022;2;65-74;Femmes;8.2 Pneumonie;3
2019;3;65-74;Femmes;8.2 Pneumonie;0
2020;3;65-74;Femmes;8.2 Pneumonie;1
2021;3;65-74;Femmes;8.2 Pneumonie;0
2022;3;65-74;Femmes;8.2 Pneumonie;4
2019;4;65-74;Femmes;8.2 Pneumonie;5
2020;4;65-74;Femmes;8.2 Pneumonie;3
2021;4;65-74;Femmes;8.2 Pneumonie;5
2022;4;65-74;Femmes;8.2 Pneumonie;5
2019;6;65-74;Femmes;8.2 Pneumonie;1
2020;6;65-74;Femmes;8.2 Pneumonie;3
2021;6;65-74;Femmes;8.2 Pneumonie;3
2022;6;65-74;Femmes;8.2 Pneumonie;3
2019;11;65-74;Femmes;8.2 Pneumonie;45
2020;11;65-74;Femmes;8.2 Pneumonie;44
2021;11;65-74;Femmes;8.2 Pneumonie;33
2022;11;65-74;Femmes;8.2 Pneumonie;47
2019;24;65-74;Femmes;8.2 Pneumonie;12
2020;24;65-74;Femmes;8.2 Pneumonie;17
2021;24;65-74;Femmes;8.2 Pneumonie;12
2022;24;65-74;Femmes;8.2 Pneumonie;18
2019;27;65-74;Femmes;8.2 Pneumonie;22
2020;27;65-74;Femmes;8.2 Pneumonie;16
2021;27;65-74;Femmes;8.2 Pneumonie;11
2022;27;65-74;Femmes;8.2 Pneumonie;21
2019;28;65-74;Femmes;8.2 Pneumonie;23
2020;28;65-74;Femmes;8.2 Pneumonie;11
2021;28;65-74;Femmes;8.2 Pneumonie;19
2022;28;65-74;Femmes;8.2 Pneumonie;15
2019;32;65-74;Femmes;8.2 Pneumonie;43
2020;32;65-74;Femmes;8.2 Pneumonie;33
2021;32;65-74;Femmes;8.2 Pneumonie;29
2022;32;65-74;Femmes;8.2 Pneumonie;56
2019;44;65-74;Femmes;8.2 Pneumonie;40
2020;44;65-74;Femmes;8.2 Pneumonie;29
2021;44;65-74;Femmes;8.2 Pneumonie;31
2022;44;65-74;Femmes;8.2 Pneumonie;44
2019;52;65-74;Femmes;8.2 Pneumonie;20
2020;52;65-74;Femmes;8.2 Pneumonie;13
2021;52;65-74;Femmes;8.2 Pneumonie;14
2022;52;65-74;Femmes;8.2 Pneumonie;17
2019;53;65-74;Femmes;8.2 Pneumonie;12
2020;53;65-74;Femmes;8.2 Pneumonie;12
